mission_time_s,velocity_ms,altitude_km
296.567,2409.722,181
296.599,2410,181
296.633,2410.555,181
296.667,2410.833,181
296.7,2411.111,181
296.733,2411.666,181
296.767,2411.944,181
296.8,2412.222,181
296.832,2412.5,181
296.866,2412.777,181
296.9,2413.055,182
296.933,2413.333,182
296.967,2413.611,182
297,2413.888,182
297.032,2414.444,182
297.067,2414.722,182
297.099,2415,182
297.133,2415.555,182
297.167,2415.833,182
297.2,2416.111,182
297.233,2416.666,182
297.267,2416.944,182
297.3,2417.222,182
297.332,2417.777,182
297.366,2418.055,182
297.4,2418.333,182
297.433,2418.611,182
297.467,2418.888,182
297.5,2419.166,182
297.532,2419.722,182
297.567,2420,182
297.599,2420.277,182
297.633,2420.833,182
297.667,2421.111,182
297.7,2421.388,182
297.733,2421.944,182
297.767,2422.222,182
297.8,2422.5,182
297.832,2422.777,182
297.866,2423.055,182
297.9,2423.333,182
297.933,2423.611,182
297.967,2423.888,182
298,2424.166,182
298.032,2424.722,182
298.067,2425,182
298.099,2425.277,182
298.133,2425.555,182
298.167,2425.833,182
298.2,2426.111,182
298.233,2426.388,182
298.267,2426.666,182
298.3,2426.944,182
298.332,2427.5,182
298.366,2427.777,182
298.4,2428.333,182
298.433,2428.611,182
298.467,2429.166,182
298.5,2429.444,182
298.532,2429.722,182
298.567,2430.277,182
298.599,2430.555,182
298.633,2430.833,182
298.667,2431.388,182
298.7,2431.666,182
298.733,2431.944,182
298.767,2432.5,182
298.8,2432.777,182
298.832,2433.055,182
298.866,2433.611,182
298.9,2433.888,182
298.933,2434.166,182
298.967,2434.444,182
299,2434.722,182
299.032,2435.277,182
299.067,2435.555,182
299.099,2435.833,182
299.133,2436.111,182
299.167,2436.388,182
299.2,2436.666,182
299.233,2437.222,183
299.267,2437.5,183
299.3,2437.777,183
299.332,2438.333,183
299.366,2438.611,183
299.4,2438.888,183
299.433,2439.444,183
299.467,2439.722,183
299.5,2440,183
299.532,2440.555,183
299.567,2440.833,183
299.599,2441.111,183
299.633,2441.666,183
299.667,2441.944,183
299.7,2442.222,183
299.733,2442.777,183
299.767,2443.055,183
299.8,2443.333,183
299.832,2443.888,183
299.866,2444.166,183
299.9,2444.166,183
299.933,2444.722,183
299.967,2445,183
300,2445.277,183
300.032,2445.555,183
300.067,2446.111,183
300.099,2446.388,183
300.133,2446.666,183
300.167,2447.222,183
300.2,2447.5,183
300.233,2447.777,183
300.267,2448.333,183
300.3,2448.611,183
300.332,2448.888,183
300.366,2449.166,183
300.4,2449.722,183
300.433,2450,183
300.467,2450.277,183
300.5,2450.555,183
300.532,2450.833,183
300.567,2451.388,183
300.599,2451.666,183
300.633,2451.944,183
300.667,2452.5,183
300.7,2452.777,183
300.733,2453.055,183
300.767,2453.611,183
300.8,2453.888,183
300.832,2454.166,183
300.866,2454.444,183
300.9,2454.722,183
300.933,2455,183
300.967,2455.555,183
301,2455.833,183
301.032,2455.833,183
301.067,2456.388,183
301.099,2456.666,183
301.133,2456.944,183
301.167,2457.5,183
301.2,2457.777,183
301.233,2458.055,183
301.267,2458.611,183
301.3,2458.888,183
301.332,2459.166,183
301.366,2459.722,183
301.4,2460,183
301.433,2460.277,183
301.467,2460.555,183
301.5,2460.833,183
301.532,2461.111,183
301.567,2461.388,183
301.599,2461.666,183
301.633,2461.944,183
301.667,2462.5,183
301.7,2462.777,184
301.733,2463.055,184
301.767,2463.611,184
301.8,2463.888,184
301.832,2464.166,184
301.866,2464.722,184
301.9,2465,184
301.933,2465.277,184
301.967,2465.555,184
302,2465.833,184
302.032,2466.111,184
302.067,2466.666,184
302.099,2466.666,184
302.133,2466.944,184
302.167,2467.5,184
302.2,2467.777,184
302.233,2468.333,184
302.267,2468.888,184
302.3,2469.166,184
302.332,2469.444,184
302.366,2470,184
302.4,2470.277,184
302.433,2470.555,184
302.467,2470.833,184
302.5,2471.111,184
302.532,2471.388,184
302.567,2471.944,184
302.599,2472.222,184
302.633,2472.5,184
302.667,2473.055,184
302.7,2473.333,184
302.733,2473.888,184
302.767,2474.166,184
302.8,2474.722,184
302.832,2475,184
302.866,2475.833,184
302.9,2476.111,184
302.933,2476.388,184
302.967,2476.666,184
303,2477.222,184
303.032,2477.5,184
303.067,2477.777,184
303.099,2478.055,184
303.133,2478.333,184
303.167,2478.888,184
303.2,2479.166,184
303.233,2479.444,184
303.267,2479.722,184
303.3,2480.277,184
303.332,2480.277,184
303.366,2480.555,184
303.4,2481.111,184
303.433,2481.388,184
303.467,2481.666,184
303.5,2482.222,184
303.532,2482.5,184
303.567,2482.777,184
303.599,2483.333,184
303.633,2483.611,184
303.667,2483.888,184
303.7,2484.444,184
303.733,2484.722,184
303.767,2485,184
303.8,2485.555,184
303.832,2485.833,184
303.866,2486.111,184
303.9,2486.666,184
303.933,2486.944,184
303.967,2487.222,184
304,2487.777,184
304.032,2488.055,184
304.067,2488.333,184
304.099,2488.611,185
304.133,2489.166,185
304.167,2489.444,185
304.2,2489.722,185
304.233,2490,185
304.267,2490.277,185
304.3,2490.833,185
304.332,2491.111,185
304.366,2491.388,185
304.4,2491.944,185
304.433,2492.222,185
304.467,2492.5,185
304.5,2493.055,185
304.532,2493.333,185
304.567,2493.611,185
304.599,2494.166,185
304.633,2494.444,185
304.667,2494.722,185
304.7,2495.277,185
304.733,2495.555,185
304.767,2495.833,185
304.8,2496.388,185
304.832,2496.666,185
304.866,2496.944,185
304.9,2497.5,185
304.933,2497.777,185
304.967,2498.055,185
305,2498.611,185
305.032,2498.888,185
305.067,2499.166,185
305.099,2499.444,185
305.133,2500,185
305.167,2500.277,185
305.2,2500.555,185
305.233,2500.833,185
305.267,2501.388,185
305.3,2501.666,185
305.332,2501.944,185
305.366,2502.222,185
305.4,2502.777,185
305.433,2503.055,185
305.467,2503.333,185
305.5,2503.888,185
305.532,2504.166,185
305.567,2504.444,185
305.599,2504.722,185
305.633,2505.277,185
305.667,2505.555,185
305.7,2505.833,185
305.733,2506.388,185
305.767,2506.666,185
305.8,2506.944,185
305.832,2507.5,185
305.866,2507.777,185
305.9,2508.055,185
305.933,2508.333,185
305.967,2508.888,185
306,2509.166,185
306.032,2509.444,185
306.067,2509.722,185
306.099,2510.277,185
306.133,2510.555,185
306.167,2510.833,185
306.2,2511.111,185
306.233,2511.666,185
306.267,2511.944,185
306.3,2512.222,185
306.332,2512.777,185
306.366,2513.055,185
306.4,2513.333,185
306.433,2513.888,185
306.467,2514.166,185
306.5,2514.444,185
306.532,2515,185
306.567,2515.277,185
306.599,2515.555,185
306.633,2516.111,186
306.667,2516.388,186
306.7,2516.666,186
306.733,2517.222,186
306.767,2517.5,186
306.8,2517.777,186
306.832,2518.333,186
306.866,2518.611,186
306.9,2518.888,186
306.933,2519.444,186
306.967,2519.722,186
307,2520,186
307.032,2520.555,186
307.067,2520.833,186
307.099,2521.111,186
307.133,2521.388,186
307.167,2521.666,186
307.2,2522.222,186
307.233,2522.5,186
307.267,2522.777,186
307.3,2523.333,186
307.332,2523.611,186
307.366,2523.888,186
307.4,2524.166,186
307.433,2524.722,186
307.467,2525.277,186
307.5,2525.555,186
307.532,2526.111,186
307.567,2526.388,186
307.599,2526.666,186
307.633,2526.944,186
307.667,2527.222,186
307.7,2527.777,186
307.733,2528.055,186
307.767,2528.611,186
307.8,2528.888,186
307.832,2529.444,186
307.866,2529.722,186
307.9,2530,186
307.933,2530.555,186
307.967,2530.833,186
308,2531.111,186
308.032,2531.388,186
308.067,2531.944,186
308.099,2532.222,186
308.133,2532.5,186
308.167,2533.055,186
308.2,2533.333,186
308.233,2533.888,186
308.267,2534.166,186
308.3,2534.444,186
308.332,2535,186
308.366,2535.277,186
308.4,2535.555,186
308.433,2536.111,186
308.467,2536.388,186
308.5,2536.666,186
308.532,2537.222,186
308.567,2537.5,186
308.599,2537.777,186
308.633,2538.333,186
308.667,2538.611,186
308.7,2538.888,186
308.733,2539.444,186
308.767,2539.722,186
308.8,2540.277,186
308.832,2540.555,186
308.866,2540.833,186
308.9,2541.111,186
308.933,2541.666,186
308.967,2541.944,186
309,2542.222,186
309.032,2543.333,186
309.067,2543.611,187
309.099,2543.888,187
309.133,2544.166,187
309.167,2544.444,187
309.2,2544.722,187
309.233,2545,187
309.267,2545.555,187
309.3,2545.833,187
309.332,2546.111,187
309.366,2546.666,187
309.4,2546.944,187
309.433,2547.222,187
309.467,2547.5,187
309.5,2547.777,187
309.532,2548.333,187
309.567,2548.611,187
309.599,2549.166,187
309.633,2549.444,187
309.667,2550,187
309.7,2550.277,187
309.733,2550.555,187
309.767,2551.111,187
309.8,2551.388,187
309.832,2551.666,187
309.866,2552.222,187
309.9,2552.5,187
309.933,2552.777,187
309.967,2553.333,187
310,2553.611,187
310.032,2553.888,187
310.067,2554.444,187
310.099,2554.722,187
310.133,2555.277,187
310.167,2555.555,187
310.2,2556.111,187
310.233,2556.388,187
310.267,2556.944,187
310.3,2557.222,187
310.332,2557.5,187
310.366,2558.055,187
310.4,2558.333,187
310.433,2558.888,187
310.467,2559.166,187
310.5,2559.444,187
310.532,2560,187
310.567,2560.277,187
310.599,2560.833,187
310.633,2561.111,187
310.667,2561.388,187
310.7,2561.944,187
310.733,2562.222,187
310.767,2562.5,187
310.8,2563.055,187
310.832,2563.333,187
310.866,2563.888,187
310.9,2564.166,187
310.933,2564.444,187
310.967,2565,187
311,2565.277,187
311.032,2565.555,187
311.067,2566.111,187
311.099,2566.388,187
311.133,2566.666,187
311.167,2567.222,187
311.2,2567.5,187
311.233,2567.777,187
311.267,2568.333,187
311.3,2568.611,187
311.332,2568.888,187
311.366,2569.166,187
311.4,2569.444,187
311.433,2569.722,187
311.467,2570.277,187
311.5,2570.555,187
311.532,2571.111,187
311.567,2571.388,187
311.599,2571.666,187
311.633,2572.222,187
311.667,2572.5,187
311.7,2573.055,187
311.733,2573.333,187
311.767,2573.611,187
311.8,2573.888,187
311.832,2574.166,188
311.866,2574.722,188
311.9,2575,188
311.933,2575.555,188
311.967,2575.833,188
312,2576.388,188
312.032,2576.666,188
312.067,2577.222,188
312.099,2577.5,188
312.133,2577.777,188
312.167,2578.055,188
312.2,2578.611,188
312.233,2578.888,188
312.267,2579.444,188
312.3,2579.722,188
312.332,2580,188
312.366,2580.555,188
312.4,2580.833,188
312.433,2581.111,188
312.467,2581.388,188
312.5,2581.944,188
312.532,2582.222,188
312.567,2582.5,188
312.599,2583.055,188
312.633,2583.333,188
312.667,2583.611,188
312.7,2584.166,188
312.733,2584.444,188
312.767,2585,188
312.8,2585.277,188
312.832,2585.833,188
312.866,2586.111,188
312.9,2586.388,188
312.933,2586.944,188
312.967,2587.222,188
313,2587.777,188
313.032,2588.055,188
313.067,2588.333,188
313.099,2588.888,188
313.133,2589.166,188
313.167,2589.444,188
313.2,2590,188
313.233,2590.277,188
313.267,2590.555,188
313.3,2591.111,188
313.332,2591.388,188
313.366,2591.666,188
313.4,2592.222,188
313.433,2592.5,188
313.467,2592.777,188
313.5,2593.055,188
313.532,2593.333,188
313.567,2593.888,188
313.599,2594.166,188
313.633,2594.722,188
313.667,2595,188
313.7,2595.555,188
313.733,2596.111,188
313.767,2596.388,188
313.8,2596.944,188
313.832,2597.222,188
313.866,2597.5,188
313.9,2598.055,188
313.933,2598.333,188
313.967,2598.611,188
314,2599.166,188
314.032,2599.722,188
314.067,2600,188
314.099,2600.555,188
314.133,2600.833,188
314.167,2601.111,188
314.2,2601.666,188
314.233,2602.222,188
314.267,2602.5,188
314.3,2603.055,188
314.332,2603.333,188
314.366,2603.611,188
314.4,2604.166,188
314.433,2604.722,189
314.467,2605,189
314.5,2605.555,189
314.532,2605.833,189
314.567,2606.111,189
314.599,2606.666,189
314.633,2606.944,189
314.667,2607.222,189
314.7,2607.777,189
314.733,2608.055,189
314.767,2608.611,189
314.8,2608.888,189
314.832,2609.444,189
314.866,2609.722,189
314.9,2610.277,189
314.933,2610.555,189
314.967,2610.833,189
315,2611.111,189
315.032,2611.666,189
315.067,2611.944,189
315.099,2612.222,189
315.133,2612.5,189
315.167,2613.055,189
315.2,2613.333,189
315.233,2613.611,189
315.267,2613.888,189
315.3,2614.444,189
315.332,2614.722,189
315.366,2615,189
315.4,2615.277,189
315.433,2615.833,189
315.467,2616.111,189
315.5,2616.388,189
315.532,2616.944,189
315.567,2617.222,189
315.599,2617.5,189
315.633,2618.055,189
315.667,2618.333,189
315.7,2618.611,189
315.733,2619.166,189
315.767,2619.444,189
315.8,2619.722,189
315.832,2620,189
315.866,2620.277,189
315.9,2620.555,189
315.933,2621.111,189
315.967,2621.388,189
316,2621.944,189
316.032,2622.5,189
316.067,2622.777,189
316.099,2623.055,189
316.133,2623.611,189
316.167,2623.888,189
316.2,2624.444,189
316.233,2624.722,189
316.267,2625.277,189
316.3,2625.555,189
316.332,2625.833,189
316.366,2626.111,189
316.4,2626.666,189
316.433,2626.944,189
316.467,2627.5,189
316.5,2627.777,189
316.532,2628.333,189
316.567,2628.611,189
316.599,2628.888,189
316.633,2629.444,189
316.667,2630,189
316.7,2630.277,189
316.733,2630.833,189
316.767,2631.111,189
316.8,2631.388,189
316.832,2631.944,189
316.866,2632.222,189
316.9,2632.777,189
316.933,2633.333,189
316.967,2633.611,189
317,2633.888,189
317.032,2634.444,189
317.067,2634.722,189
317.099,2635,189
317.133,2635.277,189
317.167,2635.555,189
317.2,2636.111,190
317.233,2636.388,190
317.267,2636.666,190
317.3,2636.944,190
317.332,2637.5,190
317.366,2638.055,190
317.4,2638.333,190
317.433,2638.888,190
317.467,2639.166,190
317.5,2639.444,190
317.532,2640,190
317.567,2640.555,190
317.599,2640.833,190
317.633,2641.388,190
317.667,2641.666,190
317.7,2641.944,190
317.733,2642.5,190
317.767,2642.777,190
317.8,2643.333,190
317.832,2643.611,190
317.866,2644.166,190
317.9,2644.444,190
317.933,2645.555,190
317.967,2645.833,190
318,2646.111,190
318.032,2646.666,190
318.067,2646.944,190
318.099,2647.222,190
318.133,2647.5,190
318.167,2647.777,190
318.2,2648.055,190
318.233,2648.333,190
318.267,2648.888,190
318.3,2649.166,190
318.332,2649.444,190
318.366,2649.722,190
318.4,2650,190
318.433,2650.277,190
318.467,2650.833,190
318.5,2651.111,190
318.532,2651.388,190
318.567,2651.944,190
318.599,2652.222,190
318.633,2652.777,190
318.667,2653.333,190
318.7,2653.611,190
318.733,2653.888,190
318.767,2654.444,190
318.8,2654.722,190
318.832,2655,190
318.866,2655.555,190
318.9,2655.833,190
318.933,2656.388,190
318.967,2656.944,190
319,2657.222,190
319.032,2657.5,190
319.067,2658.055,190
319.099,2658.333,190
319.133,2658.888,190
319.167,2659.444,190
319.2,2659.722,190
319.233,2660,190
319.267,2660.555,190
319.3,2660.833,190
319.332,2661.111,190
319.366,2661.666,190
319.4,2661.944,190
319.433,2662.222,190
319.467,2662.777,190
319.5,2663.055,190
319.532,2663.333,190
319.567,2663.888,190
319.599,2664.444,190
319.633,2664.722,190
319.667,2665.277,190
319.7,2665.555,190
319.733,2666.111,190
319.767,2666.388,190
319.8,2666.944,190
319.832,2667.222,190
319.866,2667.777,190
319.9,2668.055,190
319.933,2668.611,190
319.967,2669.166,190
320,2669.444,191
320.032,2669.722,191
320.067,2670.277,191
320.099,2670.833,191
320.133,2671.111,191
320.167,2671.388,191
320.2,2671.944,191
320.233,2672.222,191
320.267,2672.5,191
320.3,2673.055,191
320.332,2673.333,191
320.366,2673.888,191
320.4,2674.166,191
320.433,2674.444,191
320.467,2675,191
320.5,2675.277,191
320.532,2675.555,191
320.567,2676.111,191
320.599,2676.388,191
320.633,2676.666,191
320.667,2677.222,191
320.7,2677.777,191
320.733,2678.055,191
320.767,2678.611,191
320.8,2678.888,191
320.832,2679.166,191
320.866,2679.722,191
320.9,2680,191
320.933,2680.277,191
320.967,2680.833,191
321,2681.111,191
321.032,2681.666,191
321.067,2682.222,191
321.099,2682.5,191
321.133,2682.777,191
321.167,2683.333,191
321.2,2683.611,191
321.233,2683.888,191
321.267,2684.444,191
321.3,2684.722,191
321.332,2685,191
321.366,2685.555,191
321.4,2685.833,191
321.433,2686.111,191
321.467,2686.666,191
321.5,2686.944,191
321.532,2687.222,191
321.567,2687.777,191
321.599,2688.055,191
321.633,2688.333,191
321.667,2688.611,191
321.7,2689.166,191
321.733,2689.444,191
321.767,2689.722,191
321.8,2690.277,191
321.832,2690.555,191
321.866,2690.833,191
321.9,2691.666,191
321.933,2691.944,191
321.967,2692.222,191
322,2692.777,191
322.032,2693.333,191
322.067,2693.611,191
322.099,2694.166,191
322.133,2694.722,191
322.167,2695,191
322.2,2695.555,191
322.233,2695.833,191
322.267,2696.388,191
322.3,2696.944,191
322.332,2697.222,191
322.366,2697.5,191
322.4,2698.055,191
322.433,2698.611,191
322.467,2698.888,191
322.5,2699.444,191
322.532,2699.722,191
322.567,2700.277,191
322.599,2700.555,191
322.633,2700.833,191
322.667,2701.388,191
322.7,2701.666,191
322.733,2701.944,191
322.767,2702.222,191
322.8,2702.777,191
322.832,2703.055,191
322.866,2703.333,191
322.9,2703.888,191
322.933,2704.166,191
322.967,2704.444,191
323,2705,192
323.032,2705.277,192
323.067,2705.555,192
323.099,2706.111,192
323.133,2706.388,192
323.167,2706.944,192
323.2,2707.222,192
323.233,2707.777,192
323.267,2708.055,192
323.3,2708.611,192
323.332,2708.888,192
323.366,2709.444,192
323.4,2710,192
323.433,2710.277,192
323.467,2710.555,192
323.5,2711.111,192
323.532,2711.388,192
323.567,2711.944,192
323.599,2712.5,192
323.633,2712.777,192
323.667,2713.055,192
323.7,2713.611,192
323.733,2714.166,192
323.767,2714.444,192
323.8,2715,192
323.832,2715.277,192
323.866,2715.555,192
323.9,2716.111,192
323.933,2716.388,192
323.967,2716.666,192
324,2717.222,192
324.032,2717.5,192
324.067,2717.777,192
324.099,2718.055,192
324.133,2718.611,192
324.167,2718.888,192
324.2,2719.444,192
324.233,2719.722,192
324.267,2720,192
324.3,2720.277,192
324.332,2720.833,192
324.366,2721.111,192
324.4,2721.388,192
324.433,2721.944,192
324.467,2722.5,192
324.5,2722.777,192
324.532,2723.333,192
324.567,2723.611,192
324.599,2724.166,192
324.633,2724.722,192
324.667,2725,192
324.7,2725.277,192
324.733,2725.833,192
324.767,2726.111,192
324.8,2726.666,192
324.832,2726.944,192
324.866,2727.5,192
324.9,2727.777,192
324.933,2728.333,192
324.967,2728.611,192
325,2728.888,192
325.032,2729.444,192
325.067,2729.722,192
325.099,2730.277,192
325.133,2730.555,192
325.167,2731.111,192
325.2,2731.388,192
325.233,2731.944,192
325.267,2732.222,192
325.3,2732.5,192
325.332,2733.055,192
325.366,2733.611,192
325.4,2733.888,192
325.433,2734.444,192
325.467,2734.722,192
325.5,2735.277,192
325.532,2735.833,192
325.567,2736.111,192
325.599,2736.388,192
325.633,2737.222,192
325.667,2737.5,192
325.7,2738.055,192
325.733,2738.611,192
325.767,2738.888,192
325.8,2739.166,192
325.832,2739.722,192
325.866,2740,192
325.9,2740.277,192
325.933,2740.833,192
325.967,2741.111,192
326,2741.666,192
326.032,2742.222,193
326.067,2742.5,193
326.099,2743.055,193
326.133,2743.611,193
326.167,2743.888,193
326.2,2744.166,193
326.233,2744.722,193
326.267,2745,193
326.3,2745.277,193
326.332,2745.833,193
326.366,2746.111,193
326.4,2746.111,193
326.433,2746.666,193
326.467,2747.222,193
326.5,2747.777,193
326.532,2748.055,193
326.567,2748.611,193
326.599,2748.888,193
326.633,2749.444,193
326.667,2749.722,193
326.7,2750.277,193
326.733,2750.833,193
326.767,2751.111,193
326.8,2751.388,193
326.832,2751.666,193
326.866,2751.944,193
326.9,2752.222,193
326.933,2752.777,193
326.967,2753.055,193
327,2753.611,193
327.032,2754.166,193
327.067,2754.444,193
327.099,2754.722,193
327.133,2755.277,193
327.167,2755.555,193
327.2,2755.833,193
327.233,2756.388,193
327.267,2756.666,193
327.3,2756.944,193
327.332,2757.5,193
327.366,2758.055,193
327.4,2758.333,193
327.433,2758.611,193
327.467,2759.166,193
327.5,2759.722,193
327.532,2760,193
327.567,2760.555,193
327.599,2761.111,193
327.633,2761.388,193
327.667,2761.944,193
327.7,2762.5,193
327.733,2762.777,193
327.767,2763.333,193
327.8,2763.611,193
327.832,2764.166,193
327.866,2764.444,193
327.9,2764.722,193
327.933,2765,193
327.967,2765.555,193
328,2765.833,193
328.032,2766.111,193
328.067,2766.666,193
328.099,2766.944,193
328.133,2767.5,193
328.167,2768.055,193
328.2,2768.333,193
328.233,2768.611,193
328.267,2769.166,193
328.3,2769.444,193
328.332,2769.722,193
328.366,2770.277,193
328.4,2770.555,193
328.433,2770.833,193
328.467,2771.666,193
328.5,2771.944,193
328.532,2772.5,193
328.567,2773.055,193
328.599,2773.333,193
328.633,2773.611,193
328.667,2774.166,193
328.7,2774.722,193
328.733,2775,193
328.767,2775.555,193
328.8,2775.833,193
328.832,2776.388,193
328.866,2776.944,193
328.9,2777.222,193
328.933,2777.5,193
328.967,2778.055,193
329,2778.611,193
329.032,2778.888,193
329.067,2779.444,193
329.099,2779.722,193
329.133,2780,193
329.167,2780.555,193
329.2,2780.833,194
329.233,2781.111,194
329.267,2781.666,194
329.3,2782.222,194
329.332,2782.5,194
329.366,2783.333,194
329.4,2783.611,194
329.433,2783.888,194
329.467,2784.444,194
329.5,2784.722,194
329.532,2785.277,194
329.567,2785.555,194
329.599,2786.111,194
329.633,2786.388,194
329.667,2786.944,194
329.7,2787.222,194
329.733,2787.5,194
329.767,2788.055,194
329.8,2788.333,194
329.832,2788.611,194
329.866,2789.166,194
329.9,2789.444,194
329.933,2789.722,194
329.967,2790.277,194
330,2790.555,194
330.032,2790.833,194
330.067,2791.666,194
330.099,2791.944,194
330.133,2792.5,194
330.167,2793.055,194
330.2,2793.333,194
330.233,2793.888,194
330.267,2794.444,194
330.3,2794.722,194
330.332,2795,194
330.366,2795.555,194
330.4,2796.111,194
330.433,2796.388,194
330.467,2796.944,194
330.5,2797.222,194
330.532,2797.5,194
330.567,2797.777,194
330.599,2798.333,194
330.633,2798.333,194
330.667,2798.611,194
330.7,2799.166,194
330.733,2799.444,194
330.767,2800,194
330.8,2800.555,194
330.832,2800.833,194
330.866,2801.111,194
330.9,2801.666,194
330.933,2802.222,194
330.967,2802.5,194
331,2803.055,194
331.032,2803.611,194
331.067,2803.888,194
331.099,2804.444,194
331.133,2804.722,194
331.167,2805.277,194
331.2,2805.555,194
331.233,2805.833,194
331.267,2806.388,194
331.3,2806.944,194
331.332,2807.222,194
331.366,2807.777,194
331.4,2808.333,194
331.433,2808.611,194
331.467,2808.888,194
331.5,2809.444,194
331.532,2809.722,194
331.567,2810,194
331.599,2810.555,194
331.633,2811.111,194
331.667,2811.388,194
331.7,2811.944,194
331.733,2812.222,194
331.767,2812.777,194
331.8,2813.333,194
331.832,2813.611,194
331.866,2813.888,194
331.9,2814.444,194
331.933,2815,194
331.967,2815.277,194
332,2815.833,194
332.032,2816.388,194
332.067,2816.666,194
332.099,2817.222,194
332.133,2817.777,194
332.167,2818.055,194
332.2,2818.611,194
332.233,2818.888,194
332.267,2819.166,194
332.3,2819.722,194
332.332,2820,194
332.366,2820.555,194
332.4,2821.111,194
332.433,2821.388,194
332.467,2821.944,194
332.5,2822.5,195
332.532,2822.777,195
332.567,2823.333,195
332.599,2823.888,195
332.633,2824.166,195
332.667,2824.444,195
332.7,2825,195
332.733,2825.555,195
332.767,2825.833,195
332.8,2826.388,195
332.832,2826.388,195
332.866,2826.944,195
332.9,2827.222,195
332.933,2827.777,195
332.967,2828.055,195
333,2828.333,195
333.032,2828.888,195
333.067,2829.166,195
333.099,2829.722,195
333.133,2830.277,195
333.167,2830.555,195
333.2,2831.111,195
333.233,2831.666,195
333.267,2831.944,195
333.3,2832.5,195
333.332,2833.055,195
333.366,2833.333,195
333.4,2833.888,195
333.433,2834.166,195
333.467,2834.722,195
333.5,2835,195
333.532,2835.277,195
333.567,2835.833,195
333.599,2836.388,195
333.633,2836.666,195
333.667,2837.222,195
333.7,2837.777,195
333.733,2838.055,195
333.767,2838.611,195
333.8,2839.166,195
333.832,2839.444,195
333.866,2840.277,195
333.9,2840.555,195
333.933,2841.111,195
333.967,2841.666,195
334,2841.944,195
334.032,2842.222,195
334.067,2842.777,195
334.099,2843.333,195
334.133,2843.611,195
334.167,2844.166,195
334.2,2844.444,195
334.233,2844.722,195
334.267,2845.277,195
334.3,2845.555,195
334.332,2845.833,195
334.366,2846.388,195
334.4,2846.944,195
334.433,2847.5,195
334.467,2848.055,195
334.5,2848.333,195
334.532,2848.611,195
334.567,2849.166,195
334.599,2849.722,195
334.633,2850,195
334.667,2850.833,195
334.7,2851.111,195
334.733,2851.666,195
334.767,2852.222,195
334.8,2852.5,195
334.832,2852.777,195
334.866,2853.333,195
334.9,2853.611,195
334.933,2854.166,195
334.967,2854.722,195
335,2855,195
335.032,2855.555,195
335.067,2856.111,195
335.099,2856.388,195
335.133,2856.944,195
335.167,2857.5,195
335.2,2857.777,195
335.233,2858.055,195
335.267,2858.611,195
335.3,2859.166,195
335.332,2859.444,195
335.366,2860,195
335.4,2860.555,195
335.433,2860.833,195
335.467,2861.388,195
335.5,2861.666,195
335.532,2862.222,195
335.567,2862.777,195
335.599,2863.055,195
335.633,2863.333,195
335.667,2863.888,195
335.7,2864.444,195
335.733,2864.722,195
335.767,2865.277,195
335.8,2865.555,195
335.832,2865.833,195
335.866,2866.388,196
335.9,2866.944,196
335.933,2867.222,196
335.967,2867.777,196
336,2868.055,196
336.032,2868.333,196
336.067,2868.888,196
336.099,2869.444,196
336.133,2869.722,196
336.167,2870.277,196
336.2,2870.833,196
336.233,2871.111,196
336.267,2871.666,196
336.3,2872.222,196
336.332,2872.5,196
336.366,2873.055,196
336.4,2873.611,196
336.433,2873.888,196
336.467,2874.444,196
336.5,2875,196
336.532,2875.277,196
336.567,2875.833,196
336.599,2876.111,196
336.633,2876.666,196
336.667,2876.944,196
336.7,2877.222,196
336.733,2877.777,196
336.767,2878.055,196
336.8,2878.611,196
336.832,2878.888,196
336.866,2879.166,196
336.9,2879.722,196
336.933,2880,196
336.967,2880.555,196
337,2881.111,196
337.032,2881.388,196
337.067,2881.666,196
337.099,2882.222,196
337.133,2882.5,196
337.167,2882.777,196
337.2,2883.611,196
337.233,2883.888,196
337.267,2884.166,196
337.3,2885,196
337.332,2885.277,196
337.366,2885.833,196
337.4,2886.388,196
337.433,2886.666,196
337.467,2886.944,196
337.5,2887.5,196
337.532,2888.055,196
337.567,2888.333,196
337.599,2888.888,196
337.633,2889.444,196
337.667,2889.722,196
337.7,2890.277,196
337.733,2890.555,196
337.767,2890.833,196
337.8,2891.388,196
337.832,2891.666,196
337.866,2892.222,196
337.9,2892.5,196
337.933,2893.055,196
337.967,2893.333,196
338,2893.888,196
338.032,2894.166,196
338.067,2894.444,196
338.099,2895,196
338.133,2895.555,196
338.167,2895.833,196
338.2,2896.388,196
338.233,2896.666,196
338.267,2896.944,196
338.3,2897.5,196
338.332,2898.055,196
338.366,2898.333,196
338.4,2898.888,196
338.433,2899.166,196
338.467,2899.444,196
338.5,2900,196
338.532,2900.555,196
338.567,2900.833,196
338.599,2901.388,196
338.633,2901.944,196
338.667,2902.222,196
338.7,2903.055,196
338.733,2903.333,196
338.767,2903.888,196
338.8,2904.444,196
338.832,2904.722,196
338.866,2905,196
338.9,2905.555,196
338.933,2905.833,196
338.967,2906.388,196
339,2906.944,196
339.032,2907.222,196
339.067,2907.777,196
339.099,2908.333,196
339.133,2908.611,196
339.167,2908.888,196
339.2,2909.722,196
339.233,2910,196
339.267,2910.555,196
339.3,2911.111,196
339.332,2911.388,196
339.366,2911.666,196
339.4,2912.222,197
339.433,2912.5,197
339.467,2913.055,197
339.5,2913.611,197
339.532,2913.888,197
339.567,2914.166,197
